MONTH;BOROUGH;COMMUNITYDISTRICT;REFUSETONSCOLLECTED;PAPERTONSCOLLECTED;MGPTONSCOLLECTED;RESORGANICSTONS;SCHOOLORGANICTONS;LEAVESORGANICTONS;XMASTREETONS;BOROUGH_ID
2015 / 04;Bronx;03;1751.329999999999927;112.579999999999998;132.960000000000008;;;;;2
1991 / 10;Manhattan;12;6723.699999999999818;;;;;;;1
2000 / 07;Brooklyn;14;4773.079999999999927;514.159999999999968;527.100000000000023;;;;;3
1995 / 02;Queens;05;3736.900000000000091;495.350000000000023;328.680000000000007;;;;;4
2013 / 01;Brooklyn;01;4787.130000000000109;528.139999999999986;404.730000000000018;;;;32.340000000000003;3
2002 / 04;Manhattan;07;6021.819999999999709;6.43;754.789999999999964;;;;;1
2005 / 02;Brooklyn;12;5218.409999999999854;712.879999999999995;382.240000000000009;;;;;3
2002 / 07;Brooklyn;10;3875.110000000000127;557.25;;;;;;3
1993 / 11;Manhattan;09;3246.900000000000091;205.430000000000007;113.909999999999997;;;;;1
1998 / 02;Brooklyn;14;4051.800000000000182;411.329999999999984;288.639999999999986;;;;;3
2009 / 08;Brooklyn;01;3924.690000000000055;391.410000000000025;365.5;;;;;3
2005 / 03;Brooklyn;12;6135.529999999999745;846.82000000000005;452.870000000000005;;;;;3
2006 / 06;Bronx;05;3781.880000000000109;208.240000000000009;312.019999999999982;;;;;2
1997 / 04;Staten Island;02;4587.199999999999818;12.630000000000001;399.920000000000016;;;;;5
1999 / 07;Manhattan;07;6134.5;;682.110000000000014;;;;;1
2013 / 08;Bronx;04;4211.569999999999709;185.289999999999992;198.659999999999997;;;;;2
1991 / 12;Manhattan;08;7034.600000000000364;;;;;;;1
1998 / 10;Manhattan;04;2337.099999999999909;;291.350000000000023;;;;;1
1995 / 12;Brooklyn;11;4368.800000000000182;538.240000000000009;355.139999999999986;;;;;3
1997 / 10;Manhattan;06;3669.200000000000273;;414.840000000000032;;;;;1
2015 / 06;Queens;01;4456.170000000000073;651.470000000000027;566.100000000000023;;;;;4
2011 / 05;Staten Island;03;6952.350000000000364;877.75;601.389999999999986;;;;;5
2013 / 10;Queens;08;3704.220000000000255;477.25;313.5;;;;;4
2014 / 05;Manhattan;10;2935.170000000000073;236.700000000000017;190.02000000000001;;;;;1
2000 / 10;Queens;04;4045.200000000000273;429.240000000000009;431.990000000000009;;;3.8;;4
1991 / 09;Staten Island;01;4685.199999999999818;;;;;;;5
2010 / 02;Brooklyn;13;1573.549999999999955;132.890000000000015;126.5;;;;;3
1998 / 03;Queens;09;3632.400000000000091;513.529999999999973;391.25;;;;;4
1999 / 01;Brooklyn;09;2881.800000000000182;236.099999999999994;271.300000000000011;;;;13.9;3
1997 / 01;Brooklyn;07;3275.700000000000273;273.180000000000007;313.199999999999989;;;;23.300000000000001;3
1997 / 07;Bronx;07;3685.300000000000182;223.120000000000005;485.620000000000005;;;;;2
2013 / 03;Brooklyn;04;2977.369999999999891;180.789999999999992;221.920000000000016;;;;;3
2003 / 05;Brooklyn;04;3999.930000000000291;138.009999999999991;0.0;;;;;3
2010 / 10;Brooklyn;16;1974.110000000000127;99.570000000000007;103.510000000000005;;;;;3
2004 / 06;Manhattan;05;1598.75;282.329999999999984;111.379999999999995;;;;;1
1999 / 01;Brooklyn;05;4022.480000000000018;252.620000000000005;428.009999999999991;;;;20.400000000000002;3
2011 / 06;Queens;13;6503.039999999999964;634.180000000000064;608.669999999999959;;;;;4
2011 / 02;Bronx;07;3968.420000000000073;240.200000000000017;260.420000000000016;;;;;2
1996 / 09;Manhattan;05;1262.5;254.280000000000001;89.239999999999995;;;;;1
1995 / 12;Brooklyn;16;2177.099999999999909;62.620000000000005;81.340000000000003;;;;;3
1999 / 09;Bronx;12;4175.420000000000073;503.860000000000014;608.480000000000018;;;;;2
2013 / 01;Brooklyn;03;3885.289999999999964;276.150000000000034;247.780000000000001;;;;11.1;3
1997 / 09;Brooklyn;05;4813.5;185.670000000000016;261.769999999999982;;;;;3
2018 / 08;Manhattan;06;2862.150000000000091;605.810000000000059;429.639999999999986;31.949999999999999;;;;1
2007 / 08;Bronx;02;1749.299999999999955;74.640000000000001;85.269999999999996;;;;;2
2007 / 01;Queens;01;4619.920000000000073;763.330000000000041;520.409999999999968;;;;31.199999999999999;4
2001 / 03;Bronx;07;3680.880000000000109;279.810000000000002;506.400000000000034;;;;;2
1998 / 06;Queens;03;4936.100000000000364;412.139999999999986;423.900000000000034;;;;;4
2008 / 11;Queens;14;2615.480000000000018;238.129999999999995;179.909999999999997;;;;;4
2017 / 02;Brooklyn;12;5484.739999999999782;585.490000000000009;356.360000000000014;;;;;3
2006 / 06;Brooklyn;16;2358.7800000000002;101.490000000000009;107.920000000000002;;;;;3
2001 / 02;Brooklyn;06;2201.510000000000218;634.82000000000005;331.650000000000034;;;;;3
1992 / 02;Bronx;05;3678.090000000000146;;;;;;;2
2001 / 06;Manhattan;05;1398.509999999999991;;152.439999999999998;;;;;1
1993 / 08;Bronx;06;1963.0;;;;;;;2
2015 / 06;Brooklyn;02;2619.460000000000036;496.259999999999991;340.240000000000009;;11.41;;;3
2003 / 04;Brooklyn;05;5367.5600000000004;238.870000000000005;;;;;;3
2016 / 03;Brooklyn;11;4837.289999999999964;606.550000000000068;488.460000000000036;;;;;3
2016 / 01;Brooklyn;07;2980.639999999999873;316.699999999999989;301.769999999999982;58.18;;;41.800000000000004;3
2011 / 11;Bronx;02;1716.340000000000146;52.340000000000003;64.489999999999995;;;;;2
2007 / 10;Staten Island;02;4771.579999999999927;845.370000000000005;457.180000000000007;;;;;5
1992 / 01;Manhattan;09;3521.5;;;;;;;1
2011 / 10;Queens;07;6453.869999999999891;880.899999999999977;520.740000000000009;;;;;4
1997 / 05;Staten Island;03;6889.699999999999818;;594.940000000000055;;;;;5
2003 / 03;Brooklyn;02;2608.170000000000073;417.660000000000025;;;;;;3
1993 / 01;Brooklyn;15;6573.900000000000546;;;;;;;3
2007 / 12;Queens;08;3811.730000000000018;590.190000000000055;291.389999999999986;;;153.599999999999994;;4
2010 / 01;Queens;06;2569.079999999999927;436.759999999999991;297.110000000000014;;;;13.6;4
2005 / 01;Brooklyn;14;4929.510000000000218;475.850000000000023;339.629999999999995;;;;9.4;3
2010 / 04;Manhattan;10;2817.119999999999891;204.330000000000013;152.840000000000003;;;;;1
2001 / 03;Brooklyn;05;4354.529999999999745;312.150000000000034;484.900000000000034;;;;;3
1994 / 02;Brooklyn;04;2571.800000000000182;59.789999999999999;129.659999999999997;;;;;3
2002 / 12;Queens;10;4264.539999999999964;545.690000000000055;;;;;;4
2011 / 05;Queens;09;4479.920000000000073;442.54000000000002;347.639999999999986;;;;;4
2012 / 12;Brooklyn;10;3328.389999999999873;617.600000000000023;328.800000000000011;;;;;3
2009 / 09;Brooklyn;17;4590.640000000000327;334.879999999999995;381.129999999999995;;;;;3
2015 / 05;Brooklyn;11;5051.350000000000364;588.840000000000032;424.350000000000023;;;;;3
2002 / 05;Bronx;08;2757.039999999999964;419.990000000000009;330.670000000000016;;;;;2
1997 / 12;Bronx;12;3981.210000000000036;435.5;438.160000000000025;;;91.840000000000003;;2
1995 / 10;Queens;08;3756.700000000000273;382.389999999999986;226.480000000000018;;;;;4
1996 / 03;Manhattan;11;3095.700000000000273;103.100000000000009;69.159999999999997;;;;;1
1991 / 12;Bronx;12;4685.199999999999818;;;;;;;2
1992 / 10;Queens;09;4554.150000000000546;;;;;;;4
2015 / 07;Bronx;07;3729.539999999999964;273.319999999999993;346.54000000000002;;;;;2
2004 / 09;Queens;11;3825.420000000000073;856.360000000000014;385.189999999999998;;;;;4
1992 / 12;Brooklyn;02;2990.400000000000091;;;;;;;3
2016 / 12;Brooklyn;12;6351.760000000000218;821.370000000000005;476.680000000000007;;;;;3
2016 / 07;Brooklyn;16;2082.800000000000182;111.240000000000009;144.97999999999999;;;;;3
1996 / 10;Brooklyn;11;5253.699999999999818;593.789999999999964;352.939999999999998;;;;;3
1991 / 10;Brooklyn;14;5702.0;;;;;;;3
2009 / 09;Bronx;07;3833.260000000000218;236.030000000000001;280.019999999999982;;;;;2
2009 / 07;Brooklyn;15;4578.859999999999673;648.090000000000032;434.400000000000034;;;;;3
2001 / 01;Bronx;03;1971.809999999999945;62.530000000000001;100.219999999999999;;;;4.44;2
2007 / 01;Brooklyn;10;3426.829999999999927;776.830000000000041;413.769999999999982;;;;51.82;3
1993 / 09;Brooklyn;16;2263.400000000000091;71.010000000000005;115.740000000000009;;;;;3
2004 / 06;Staten Island;01;7531.350000000000364;934.620000000000005;597.740000000000009;;;;;5
2006 / 01;Queens;08;3684.230000000000018;629.970000000000027;321.889999999999986;;;;16.199999999999999;4
1993 / 03;Brooklyn;15;6468.400000000000546;;;;;;;3
2003 / 06;Bronx;09;5316.659999999999854;182.490000000000009;;;;;;2
1997 / 10;Bronx;02;1386.670000000000073;31.780000000000001;70.549999999999997;;;;;2
2013 / 09;Manhattan;03;2973.980000000000018;300.509999999999991;228.730000000000018;;;;;1
2015 / 09;Brooklyn;16;1973.220000000000027;102.870000000000005;128.259999999999991;;;;;3
2013 / 07;Brooklyn;15;4750.590000000000146;580.789999999999964;412.129999999999995;;;;;3
2000 / 01;Queens;06;2592.0;573.289999999999964;334.120000000000005;;;;32.420000000000002;4
2007 / 07;Bronx;08;2607.950000000000273;385.639999999999986;268.379999999999995;;;;;2
2002 / 10;Bronx;03;2034.180000000000064;54.140000000000001;;;;;;2
2000 / 05;Manhattan;03;3927.190000000000055;;289.860000000000014;;;;;1
2000 / 04;Manhattan;06;3278.730000000000018;;423.160000000000025;;;;;1
1997 / 06;Bronx;01;2022.400000000000091;35.859999999999999;70.900000000000006;;;;;2
2005 / 07;Bronx;05;3741.450000000000273;174.319999999999993;320.870000000000005;;;;;2
2005 / 02;Bronx;12;3010.490000000000236;393.03000000000003;412.720000000000027;;;;;2
2016 / 04;Bronx;06;2006.620000000000118;110.950000000000003;162.569999999999993;;64.760000000000005;;;2
1993 / 01;Queens;12;6176.900000000000546;;;;;;;4
2005 / 08;Queens;12;8301.030000000000655;625.649999999999977;686.460000000000036;;;;;4
2016 / 05;Queens;01;3965.680000000000291;537.529999999999973;540.710000000000036;;;;;4
2014 / 08;Bronx;05;3431.869999999999891;187.330000000000013;252.980000000000018;;;;;2
2016 / 03;Queens;11;2834.769999999999982;506.840000000000032;424.449999999999989;;;;;4
2000 / 03;Staten Island;01;5122.359999999999673;;599.550000000000068;;;;;5
2003 / 12;Queens;04;4952.329999999999927;452.29000000000002;;;;;;4
2012 / 06;Bronx;11;3128.519999999999982;321.170000000000016;253.890000000000015;;;;;2
2001 / 04;Manhattan;05;1305.5;;131.25;;;;;1
2005 / 06;Queens;10;4880.329999999999927;589.360000000000014;503.470000000000027;;;;;4
2003 / 02;Brooklyn;14;4663.900000000000546;297.939999999999998;;;;;;3
1997 / 05;Queens;05;5388.600000000000364;651.720000000000027;449.370000000000005;;;;;4
2008 / 09;Staten Island;02;4553.949999999999818;769.779999999999973;451.930000000000007;;;;;5
1998 / 09;Queens;06;3029.400000000000091;525.560000000000059;264.560000000000002;;;;;4
2006 / 01;Queens;07;6356.210000000000036;1203.829999999999927;584.560000000000059;;;;98.799999999999997;4
1997 / 12;Brooklyn;11;4667.100000000000364;869.350000000000023;463.370000000000005;;;;;3
1992 / 08;Brooklyn;02;2965.400000000000091;;;;;;;3
2013 / 01;Queens;09;3751.269999999999982;448.660000000000025;404.129999999999995;;;;22.5;4
2009 / 01;Bronx;08;2457.990000000000236;391.699999999999989;298.980000000000018;;;;7.2;2
2005 / 08;Brooklyn;12;5100.690000000000509;567.200000000000045;402.660000000000025;;;;;3
2010 / 12;Manhattan;08;4741.319999999999709;1316.150000000000091;617.330000000000041;;;;;1
2002 / 06;Queens;07;6801.900000000000546;1160.730000000000018;782.710000000000036;;;;;4
1993 / 07;Manhattan;08;5451.400000000000546;1245.900000000000091;468.850000000000023;;;;;1
1992 / 10;Brooklyn;01;5323.0;;;;;;;3
1998 / 03;Brooklyn;02;2235.400000000000091;363.269999999999982;200.400000000000006;;;;;3
2013 / 08;Brooklyn;08;2781.470000000000255;213.280000000000001;192.450000000000017;;3.97;;;3
2016 / 04;Brooklyn;01;5240.170000000000073;520.350000000000023;419.090000000000032;15.109999999999999;;;;3
2008 / 08;Queens;12;6971.25;542.07000000000005;594.560000000000059;;;;;4
1996 / 03;Manhattan;04;2231.200000000000273;333.29000000000002;182.090000000000003;;;;;1
2016 / 01;Queens;10;2751.179999999999836;346.900000000000034;366.370000000000005;139.189999999999998;;;29.5;4
2002 / 07;Bronx;03;2111.75;52.730000000000004;;;;;;2
1992 / 11;Bronx;09;5289.800000000000182;;;;;;;2
1997 / 03;Bronx;09;4403.5;148.200000000000017;217.210000000000008;;;;;2
1991 / 12;Manhattan;06;4186.399999999999636;;;;;;;1
2006 / 01;Brooklyn;03;4307.909999999999854;245.530000000000001;237.420000000000016;;;;7.4;3
2009 / 05;Manhattan;09;2785.909999999999854;311.370000000000005;215.330000000000013;;;;;1
2006 / 12;Brooklyn;09;3455.329999999999927;293.220000000000027;168.409999999999997;;;;;3
2012 / 06;Manhattan;06;2966.309999999999945;500.03000000000003;351.009999999999991;;;;;1
2007 / 06;Brooklyn;14;5299.210000000000036;588.060000000000059;384.670000000000016;;;;;3
1999 / 03;Queens;14;2445.700000000000273;236.710000000000008;183.060000000000002;;;;;4
2004 / 03;Brooklyn;15;5171.050000000000182;853.129999999999995;;;;;;3
2006 / 11;Brooklyn;14;5396.819999999999709;538.980000000000018;308.579999999999984;;;398.889999999999986;;3
1995 / 02;Brooklyn;08;2445.400000000000091;100.390000000000001;109.980000000000004;;;;;3
1991 / 12;Queens;01;5833.699999999999818;;;;;;;4
1999 / 06;Manhattan;07;6674.400000000000546;;703.100000000000023;;;;;1
2008 / 12;Queens;11;3159.470000000000255;753.409999999999968;390.819999999999993;;;;;4
2007 / 10;Staten Island;03;6429.180000000000291;1211.940000000000055;622.960000000000036;;;;;5
2010 / 10;Queens;01;4144.300000000000182;588.970000000000027;432.930000000000007;;;;;4
1992 / 10;Queens;06;2907.849999999999909;;;;;;;4
2006 / 05;Queens;06;3300.480000000000018;573.360000000000014;295.139999999999986;;;;;4
2014 / 10;Brooklyn;12;6528.520000000000437;712.740000000000009;405.300000000000011;;52.050000000000004;;;3
2003 / 01;Queens;09;4284.630000000000109;509.329999999999984;;;;;;4
2008 / 12;Manhattan;08;6305.3100000000004;1810.480000000000018;748.050000000000068;;;;;1
2006 / 01;Bronx;03;1812.230000000000018;58.140000000000001;57.840000000000003;;;;2.1;2
2004 / 07;Bronx;01;2022.420000000000073;70.439999999999998;101.530000000000001;;;;;2
2008 / 04;Manhattan;03;3058.0;347.78000000000003;251.099999999999994;;;;;1
2012 / 07;Queens;08;3746.630000000000109;464.670000000000016;319.870000000000005;;;;;4
2001 / 03;Queens;14;2360.920000000000073;353.590000000000032;261.379999999999995;;;;;4
1991 / 04;Staten Island;01;5095.600000000000364;;;;;;;5
1991 / 06;Brooklyn;08;3376.099999999999909;;;;;;;3
1996 / 12;Brooklyn;12;5311.600000000000364;551.610000000000014;381.350000000000023;;;;;3
2012 / 02;Manhattan;01;1098.509999999999991;285.53000000000003;179.740000000000009;;;;;1
1999 / 10;Queens;06;2947.599999999999909;802.399999999999977;385.680000000000007;;;;;4
2003 / 10;Queens;11;4079.900000000000091;758.789999999999964;;;;;;4
2009 / 01;Bronx;09;4207.239999999999782;225.490000000000009;258.590000000000032;;;;9.800000000000001;2
2011 / 04;Brooklyn;05;4428.359999999999673;251.010000000000019;279.480000000000018;;;;;3
2016 / 03;Bronx;02;1477.240000000000009;95.609999999999999;139.430000000000007;;;;;2
2015 / 04;Queens;11;3045.75;494.770000000000039;373.269999999999982;;;;;4
2016 / 07;Brooklyn;12;5174.510000000000218;559.129999999999995;360.100000000000023;;;;;3
1999 / 05;Brooklyn;02;2265.720000000000255;434.860000000000014;246.210000000000008;;;;;3
2004 / 12;Brooklyn;17;5170.510000000000218;496.410000000000025;409.680000000000007;;;66.900000000000006;;3
2013 / 07;Queens;02;3024.380000000000109;380.069999999999993;306.069999999999993;;;;;4
1991 / 09;Manhattan;02;2856.300000000000182;;;;;;;1
2009 / 05;Brooklyn;07;3459.900000000000091;416.110000000000014;332.319999999999993;;;;;3
2011 / 03;Queens;05;5001.109999999999673;729.870000000000005;533.470000000000027;;;;;4
2003 / 02;Manhattan;04;2257.380000000000109;;;;;;;1
1999 / 05;Manhattan;01;730.200000000000045;;89.950000000000003;;;;;1
2011 / 04;Brooklyn;14;4888.140000000000327;481.670000000000016;307.600000000000023;;;;;3
2004 / 04;Brooklyn;16;2351.809999999999945;110.079999999999998;96.269999999999996;;;;;3
1994 / 08;Bronx;10;2451.300000000000182;319.189999999999998;208.080000000000013;;;;;2
2012 / 08;Staten Island;02;4441.180000000000291;584.460000000000036;462.769999999999982;;;;;5
2005 / 10;Brooklyn;03;4522.369999999999891;259.370000000000005;246.610000000000014;;;;;3
1993 / 12;Bronx;07;3862.0;15.32;10.81;;;;;2
2015 / 09;Brooklyn;11;5069.690000000000509;639.889999999999986;459.550000000000011;;;;;3
2016 / 07;Queens;05;4739.829999999999927;627.080000000000041;712.690000000000055;114.019999999999996;;;;4
1993 / 12;Manhattan;11;3389.800000000000182;112.040000000000006;61.560000000000002;;;;;1
2003 / 07;Queens;01;5620.260000000000218;593.220000000000027;;;;;;4
1997 / 12;Staten Island;03;5458.300000000000182;;512.25;;;352.0;;5
2007 / 08;Manhattan;07;5619.880000000000109;1317.170000000000073;574.990000000000009;;;;;1
2013 / 07;Brooklyn;01;4288.109999999999673;396.240000000000009;375.120000000000005;;;;;3
1994 / 02;Queens;04;3209.0;152.810000000000002;108.070000000000007;;;;;4
1996 / 04;Queens;02;2823.950000000000273;251.640000000000015;172.030000000000001;;;;;4
2009 / 11;Manhattan;03;2883.730000000000018;309.329999999999984;235.950000000000017;;;;;1
2013 / 11;Brooklyn;12;5964.119999999999891;621.279999999999973;330.689999999999998;;;;;3
1996 / 11;Bronx;11;3009.599999999999909;379.5;289.269999999999982;;;;;2
1991 / 09;Bronx;10;2167.800000000000182;;;;;;;2
2003 / 09;Queens;04;5025.319999999999709;414.650000000000034;;;;;;4
2014 / 05;Brooklyn;12;6423.409999999999854;732.039999999999964;383.050000000000011;;;;;3
1997 / 03;Bronx;02;1505.100000000000136;29.02;66.739999999999995;;;;;2
1998 / 04;Manhattan;10;2998.300000000000182;;85.329999999999998;;;;;1
1997 / 12;Manhattan;01;670.100000000000023;80.460000000000008;51.370000000000005;;;;;1
1992 / 02;Brooklyn;10;3017.0;;;;;;;3
1991 / 06;Brooklyn;09;1168.299999999999955;;;;;;;3
2013 / 10;Queens;14;3252.099999999999909;220.390000000000015;165.159999999999997;;;;;4
1991 / 06;Manhattan;11;3171.300000000000182;;;;;;;1
1997 / 10;Staten Island;03;5564.279999999999745;;529.220000000000027;;;;;5
2004 / 10;Manhattan;10;2943.920000000000073;180.330000000000013;153.349999999999994;;;;;1
1994 / 06;Queens;06;3217.900000000000091;484.78000000000003;193.420000000000016;;;;;4
2006 / 05;Queens;08;4403.380000000000109;609.009999999999991;333.819999999999993;;;;;4
1997 / 07;Queens;10;4849.300000000000182;343.699999999999989;325.329999999999984;;;;;4
2013 / 12;Bronx;05;3565.950000000000273;213.27000000000001;235.110000000000014;;;;;2
2000 / 09;Manhattan;02;2452.720000000000255;;322.769999999999982;;;;;1
2006 / 05;Manhattan;05;1589.069999999999936;281.310000000000002;131.890000000000015;;;;;1
1998 / 09;Bronx;07;3520.190000000000055;212.969999999999999;452.660000000000025;;;;;2
2011 / 12;Brooklyn;09;3271.960000000000036;297.150000000000034;173.960000000000008;;;;;3
1997 / 12;Manhattan;04;2402.599999999999909;150.990000000000009;215.069999999999993;;;;;1
1993 / 09;Manhattan;12;6037.199999999999818;291.759999999999991;282.800000000000011;;;;;1
1995 / 06;Brooklyn;06;3258.0;379.850000000000023;253.789999999999992;;;;;3
2009 / 11;Manhattan;12;5236.569999999999709;357.990000000000009;344.269999999999982;;;;;1
2010 / 04;Bronx;05;3529.200000000000273;176.22999999999999;228.129999999999995;;;;;2
2013 / 02;Manhattan;05;1182.910000000000082;240.0;138.719999999999999;;;;;1
2009 / 08;Brooklyn;10;3374.849999999999909;553.430000000000064;365.470000000000027;;;;;3
1999 / 09;Brooklyn;15;4759.960000000000036;990.330000000000041;571.539999999999964;;;;;3
2015 / 01;Staten Island;03;4594.170000000000073;761.769999999999982;601.450000000000045;;21.940000000000001;;69.0;5
2014 / 03;Manhattan;06;2732.889999999999873;455.430000000000007;345.870000000000005;;;;;1
2016 / 09;Queens;08;3770.639999999999873;517.5;387.79000000000002;;;;;4
1999 / 06;Staten Island;01;6207.199999999999818;6.06;654.669999999999959;;;;;5
2009 / 05;Bronx;07;3803.990000000000236;221.52000000000001;273.439999999999998;;;;;2
2012 / 03;Bronx;06;2257.2800000000002;93.960000000000008;110.590000000000003;;;;;2
2008 / 10;Bronx;04;4679.650000000000546;168.879999999999995;186.469999999999999;;;;;2
2011 / 01;Brooklyn;01;4852.900000000000546;421.800000000000011;340.689999999999998;;;;;3
2000 / 02;Queens;04;3522.700000000000273;410.340000000000032;387.430000000000007;;;;;4
2009 / 05;Queens;03;5008.050000000000182;428.699999999999989;393.019999999999982;;;;;4
2016 / 07;Queens;13;5765.789999999999964;546.659999999999968;792.830000000000041;;;;;4
2003 / 11;Brooklyn;17;5449.690000000000509;327.910000000000025;;;;;;3
1996 / 01;Bronx;02;1623.299999999999955;18.219999999999999;31.240000000000002;;;;;2
1993 / 03;Bronx;04;4102.100000000000364;;;;;;;2
2000 / 03;Brooklyn;16;2229.289999999999964;102.480000000000004;143.430000000000007;;;;;3
2010 / 10;Bronx;09;4445.659999999999854;196.890000000000015;228.819999999999993;;;;;2
1994 / 10;Brooklyn;05;4559.5;190.719999999999999;240.180000000000007;;;;;3
1998 / 07;Staten Island;02;4693.029999999999745;;478.569999999999993;;;;;5
2013 / 06;Brooklyn;06;2394.470000000000255;573.210000000000036;368.28000000000003;;;;;3
2003 / 04;Brooklyn;18;6457.270000000000437;764.419999999999959;;;;;;3
1994 / 10;Staten Island;02;4562.400000000000546;616.200000000000045;275.519999999999982;;;;;5
2013 / 01;Brooklyn;14;4622.449999999999818;506.900000000000034;294.910000000000025;;;;10.540000000000001;3
2002 / 03;Manhattan;10;2880.929999999999836;13.48;202.990000000000009;;;;;1
2006 / 09;Brooklyn;10;3520.809999999999945;695.060000000000059;382.600000000000023;;;;;3
2004 / 10;Queens;14;2915.510000000000218;300.100000000000023;208.789999999999992;;;;;4
2002 / 04;Brooklyn;17;4954.150000000000546;338.810000000000002;512.490000000000009;;;;;3
1996 / 03;Bronx;12;3745.200000000000273;302.699999999999989;353.370000000000005;;;;;2
2001 / 12;Bronx;06;2211.130000000000109;94.040000000000006;156.689999999999998;;;;;2
1999 / 01;Bronx;06;1839.990000000000009;77.359999999999999;132.219999999999999;;;;5.22;2
2002 / 03;Brooklyn;10;3015.260000000000218;663.830000000000041;468.310000000000002;;;;;3
1993 / 11;Manhattan;02;2747.0;571.269999999999982;208.460000000000008;;;;;1
2016 / 04;Manhattan;04;2233.570000000000164;484.879999999999995;408.379999999999995;;;;;1
2013 / 02;Queens;04;3554.720000000000255;291.0;241.330000000000013;;;;;4
2003 / 10;Brooklyn;12;6749.079999999999927;659.480000000000018;;;;;;3
2006 / 12;Brooklyn;18;5363.180000000000291;892.480000000000018;498.420000000000016;;;;;3
2015 / 05;Brooklyn;15;4651.440000000000509;553.870000000000005;391.970000000000027;;;;;3
2003 / 10;Bronx;04;4684.430000000000291;109.370000000000005;;;;;;2
1993 / 09;Queens;12;7426.900000000000546;410.53000000000003;462.009999999999991;;;;;4
2004 / 11;Brooklyn;01;5169.730000000000473;420.069999999999993;301.430000000000007;;;;;3
2010 / 02;Bronx;05;3162.440000000000055;148.47999999999999;184.400000000000006;;;;;2
1991 / 07;Manhattan;08;6048.199999999999818;;;;;;;1
2009 / 02;Queens;03;3846.320000000000164;325.620000000000005;334.220000000000027;;;;;4
2006 / 07;Manhattan;01;1078.789999999999964;361.579999999999984;155.539999999999992;;;;;1
2006 / 09;Manhattan;12;5875.529999999999745;440.920000000000016;421.410000000000025;;;;;1
1994 / 08;Brooklyn;16;2418.400000000000091;71.260000000000005;88.0;;;;;3
2009 / 10;Bronx;10;2694.559999999999945;376.650000000000034;279.420000000000016;;;;;2
1993 / 08;Brooklyn;09;3147.300000000000182;171.080000000000013;179.97999999999999;;;;;3
2002 / 04;Staten Island;02;5050.109999999999673;;547.759999999999991;;;;;5
2001 / 11;Brooklyn;04;3288.010000000000218;207.759999999999991;359.449999999999989;;;;;3
2003 / 12;Staten Island;01;6446.789999999999964;;;;;;;5
2017 / 04;Queens;11;2609.860000000000127;482.160000000000025;414.150000000000034;257.360000000000014;;;;4
2007 / 10;Queens;05;5408.850000000000364;878.430000000000064;569.830000000000041;;;;;4
1994 / 10;Manhattan;04;1771.450000000000045;286.110000000000014;139.759999999999991;;;;;1
2013 / 04;Brooklyn;12;5975.550000000000182;685.450000000000045;352.980000000000018;;;;;3
2017 / 06;Manhattan;06;2936.039999999999964;556.25;439.069999999999993;15.18;;;;1
1992 / 12;Queens;03;4835.300000000000182;;;;;;;4
2007 / 06;Manhattan;01;1127.3900000000001;366.730000000000018;175.330000000000013;;;;;1
1994 / 01;Bronx;02;1375.200000000000045;22.710000000000001;43.439999999999998;;;;1.9;2
2014 / 09;Brooklyn;11;4994.980000000000473;615.32000000000005;412.600000000000023;;;;;3
2012 / 04;Queens;14;2818.960000000000036;205.25;187.159999999999997;;;;;4
2013 / 07;Manhattan;12;5345.619999999999891;416.850000000000023;394.019999999999982;;;;;1
1997 / 08;Bronx;05;3447.130000000000109;83.960000000000008;228.27000000000001;;;;;2
2005 / 09;Queens;06;3125.079999999999927;592.080000000000041;315.870000000000005;;;;;4
2008 / 08;Bronx;11;2910.260000000000218;363.259999999999991;274.400000000000034;;;;;2
2000 / 06;Brooklyn;16;2360.929999999999836;100.200000000000003;146.039999999999992;;;;;3
2008 / 11;Staten Island;03;6123.0;1056.720000000000027;537.139999999999986;;;;;5
2002 / 07;Queens;14;3402.260000000000218;255.310000000000002;;;;;;4
1991 / 05;Queens;07;7121.600000000000364;;;;;;;4
1993 / 11;Brooklyn;14;5128.100000000000364;423.139999999999986;288.100000000000023;;;;;3
2010 / 01;Queens;01;3938.230000000000018;583.310000000000059;472.019999999999982;;;;19.5;4
2001 / 02;Manhattan;07;5482.159999999999854;0.23;686.710000000000036;;;;;1
2010 / 11;Brooklyn;05;4317.920000000000073;229.25;268.970000000000027;;;;;3
1996 / 05;Manhattan;11;3236.200000000000273;104.400000000000006;60.700000000000003;;;;;1
2011 / 07;Bronx;02;1626.440000000000055;72.450000000000003;86.870000000000005;;;;;2
1996 / 12;Bronx;12;4064.400000000000091;393.490000000000009;395.100000000000023;;;;;2
2010 / 07;Bronx;04;4533.300000000000182;189.340000000000003;203.939999999999998;;;;;2
2012 / 12;Staten Island;03;5779.699999999999818;1032.549999999999955;563.580000000000041;;;;;5
2001 / 09;Bronx;06;2059.699999999999818;80.25;165.080000000000013;;;;;2
1991 / 02;Bronx;12;3545.5;;;;;;;2
2002 / 01;Manhattan;08;6388.659999999999854;9.94;920.050000000000068;;;;114.060000000000002;1
1995 / 01;Manhattan;07;6241.0;1065.190000000000055;526.620000000000005;;;;95.600000000000009;1
1996 / 04;Manhattan;10;3275.0;73.390000000000001;64.780000000000001;;;;;1
2011 / 06;Brooklyn;17;4885.130000000000109;346.20999999999998;360.560000000000002;;;;;3
